product_id,product_category,sales,price,vendor_id,pet_size,pet_type,rating,re_buy
4487,Clothes,"$38,000",237.99,VC_1052,small,cat,4,0
4579,Medicine,"$205,000",190.33,VC_1144,large,cat,10,0
4397,Snack,"$201,000",156.14,VC_962,small,cat,9,0
5013,Equipment,"$223,000",191.52,VC_1578,medium,bird,6,0
4699,Medicine,"$173,000",102.06,VC_1264,large,cat,10,0
4695,Food,"$173,000",228.63,VC_1260,extra_small,cat,10,1
4569,Supplements,"$190,000",149.34,VC_1134,large,cat,10,0
4311,Clothes,"$180,000",140.66,VC_876,extra_large,cat,9,1
4536,Supplements,"$140,000",77.41,VC_1101,extra_large,dog,1,0
4388,Clothes,"$189,000",161.54,VC_953,medium,dog,2,0
4455,Bedding,"$198,000",238.81,VC_1020,extra_small,cat,9,0
4924,Snack,"$121,000",113.71,VC_1489,small,dog,6,0
4404,Supplements,"$57,000",82.69,VC_969,large,dog,6,1
4564,Clothes,"$195,000",67.52,VC_1129,large,dog,10,1
4552,Equipment,"$29,000",199.77,VC_1117,small,dog,10,1
4749,Food,"$229,000",192.15,VC_1314,medium,cat,7,1
4325,Toys,"$79,000",129.0,VC_890,extra_small,cat,3,0
4625,Grooming,"$185,000",150.23,VC_1190,extra_small,cat,10,1
4294,Supplements,"$43,000",14.6,VC_859,large,rabbit,3,0
4265,Snack,"$99,000",203.67,VC_830,extra_small,fish,10,0
4808,Toys,"$118,000",229.59,VC_1373,small,dog,2,1
4641,Clothes,"$47,000",100.1,VC_1206,extra_large,cat,10,0
4554,Bedding,"$107,000",104.75,VC_1119,large,dog,10,0
4776,Equipment,"$170,000",235.5,VC_1341,small,dog,7,1
4909,Snack,"$210,000",212.54,VC_1474,medium,cat,6,0
4267,Clothes,"$69,000",79.99,VC_832,small,hamster,9,0
4997,Toys,"$220,000",176.38,VC_1562,medium,bird,6,0
4853,Toys,"$136,000",170.26,VC_1418,medium,cat,1,1
4495,Food,"$159,000",36.02,VC_1060,extra_small,cat,4,0
4407,Food,"$177,000",133.57,VC_972,small,cat,3,1
4234,Clothes,"$19,000",30.25,VC_799,large,rabbit,7,1
4989,Equipment,"$126,000",234.17,VC_1554,medium,bird,6,0
4291,Housing,"$72,000",39.05,VC_856,extra_large,hamster,7,0
4733,Supplements,"$82,000",64.32,VC_1298,medium,cat,7,0
4927,Snack,"$114,000",61.09,VC_1492,medium,cat,6,0
4949,Toys,"$217,000",10.28,VC_1514,medium,cat,6,0
4343,Equipment,"$212,000",129.84,VC_908,medium,cat,10,1
4999,Snack,"$27,000",146.93,VC_1564,medium,bird,6,0
4243,Snack,"$76,000",174.07,VC_808,medium,hamster,8,0
4783,Snack,"$162,000",224.12,VC_1348,medium,cat,7,1
4664,Bedding,"$34,000",199.15,VC_1229,large,dog,10,1
4850,Toys,"$54,000",171.85,VC_1415,small,dog,1,1
